station_name;uf;date;precipitation_mm;temperature_c
MIRANTE;SP;01/01/2018;26.6;23.5
MIRANTE;SP;02/01/2018;0;23.8
MIRANTE;SP;03/01/2018;2.6;21.8
MIRANTE;SP;04/01/2018;12.4;22.5
MIRANTE;SP;05/01/2018;0;22.1
MIRANTE;SP;06/01/2018;0;22.7
MIRANTE;SP;07/01/2018;8.8;18.4
MIRANTE;SP;08/01/2018;31;19.2
MIRANTE;SP;09/01/2018;9.8;20.6
MIRANTE;SP;10/01/2018;1.2;22.2
MIRANTE;SP;11/01/2018;18.2;22.9
MIRANTE;SP;12/01/2018;20.8;21.6
MIRANTE;SP;13/01/2018;.6;21.7
MIRANTE;SP;14/01/2018;1;22.9
MIRANTE;SP;15/01/2018;6.2;24
MIRANTE;SP;16/01/2018;.8;24.2
MIRANTE;SP;17/01/2018;5.8;24.9
MIRANTE;SP;18/01/2018;0;26.2
MIRANTE;SP;19/01/2018;12.4;23.6
MIRANTE;SP;20/01/2018;2;22.6
MIRANTE;SP;21/01/2018;21.6;22.8
MIRANTE;SP;22/01/2018;9.4;25.1
MIRANTE;SP;23/01/2018;4.2;24.5
MIRANTE;SP;24/01/2018;4.8;25.1
MIRANTE;SP;25/01/2018;0;24.3
MIRANTE;SP;26/01/2018;0;21.9
MIRANTE;SP;27/01/2018;.8;21.1
MIRANTE;SP;28/01/2018;0;23.3
MIRANTE;SP;29/01/2018;2.8;23.1
MIRANTE;SP;30/01/2018;36.2;19.1
MIRANTE;SP;31/01/2018;16.8;20.6
MIRANTE;SP;01/02/2018;.2;21.6
MIRANTE;SP;02/02/2018;0;21.8
MIRANTE;SP;03/02/2018;0;21
MIRANTE;SP;04/02/2018;0;20.1
MIRANTE;SP;05/02/2018;0;20.7
MIRANTE;SP;06/02/2018;.2;20.4
MIRANTE;SP;07/02/2018;0;22.6
MIRANTE;SP;08/02/2018;0;23
MIRANTE;SP;09/02/2018;1.4;25.5
MIRANTE;SP;10/02/2018;0;24.3
MIRANTE;SP;11/02/2018;11.4;24.9
MIRANTE;SP;12/02/2018;.2;25.6
MIRANTE;SP;13/02/2018;2;20.4
MIRANTE;SP;14/02/2018;.2;19.4
MIRANTE;SP;15/02/2018;1.6;20.1
MIRANTE;SP;16/02/2018;.4;19.4
MIRANTE;SP;17/02/2018;0;20.9
MIRANTE;SP;18/02/2018;.8;21
MIRANTE;SP;19/02/2018;0;22.5
MIRANTE;SP;20/02/2018;0;23.8
MIRANTE;SP;21/02/2018;5;24.7
MIRANTE;SP;22/02/2018;0;23.7
MIRANTE;SP;23/02/2018;9;22.3
MIRANTE;SP;24/02/2018;0;21.7
MIRANTE;SP;25/02/2018;0;21.4
MIRANTE;SP;26/02/2018;0;21.2
MIRANTE;SP;27/02/2018;71.8;22.3
MIRANTE;SP;28/02/2018;0;23.8
MIRANTE;SP;01/03/2018;0;24.4
MIRANTE;SP;02/03/2018;1;24.3
MIRANTE;SP;03/03/2018;4.2;23.2
MIRANTE;SP;04/03/2018;0;23.8
MIRANTE;SP;05/03/2018;6.6;23.8
MIRANTE;SP;06/03/2018;22.4;24.1
MIRANTE;SP;07/03/2018;2.8;23.4
MIRANTE;SP;08/03/2018;.8;21.2
MIRANTE;SP;09/03/2018;.6;21.9
MIRANTE;SP;10/03/2018;0;22.1
MIRANTE;SP;11/03/2018;.8;23.6
MIRANTE;SP;12/03/2018;0;24.6
MIRANTE;SP;13/03/2018;41;24
MIRANTE;SP;14/03/2018;0;25.8
MIRANTE;SP;15/03/2018;30.6;24.8
MIRANTE;SP;16/03/2018;0;25.6
MIRANTE;SP;17/03/2018;0;24.1
MIRANTE;SP;18/03/2018;0;23.9
MIRANTE;SP;19/03/2018;0;24.7
MIRANTE;SP;20/03/2018;8.4;24.1
MIRANTE;SP;21/03/2018;49.6;22.3
MIRANTE;SP;22/03/2018;5.4;21.6
MIRANTE;SP;23/03/2018;0;23.4
MIRANTE;SP;24/03/2018;0;24.6
MIRANTE;SP;25/03/2018;0;25.4
MIRANTE;SP;26/03/2018;0;23.3
MIRANTE;SP;27/03/2018;14;22.2
MIRANTE;SP;28/03/2018;9;21.3
MIRANTE;SP;29/03/2018;23.4;22.2
MIRANTE;SP;30/03/2018;1.8;22
MIRANTE;SP;31/03/2018;7.2;22.6
MIRANTE;SP;01/04/2018;7.8;23.2
MIRANTE;SP;02/04/2018;2.2;22.2
MIRANTE;SP;03/04/2018;.2;22.6
MIRANTE;SP;04/04/2018;.8;21.5
MIRANTE;SP;05/04/2018;0;21.7
MIRANTE;SP;06/04/2018;0;22.1
MIRANTE;SP;07/04/2018;0;21.6
MIRANTE;SP;08/04/2018;0;21.5
MIRANTE;SP;09/04/2018;0;21.7
MIRANTE;SP;10/04/2018;0;21.9
MIRANTE;SP;11/04/2018;0;21.7
MIRANTE;SP;12/04/2018;0;22.5
MIRANTE;SP;13/04/2018;0;23.9
MIRANTE;SP;14/04/2018;0;21.7
MIRANTE;SP;15/04/2018;3.6;19.3
MIRANTE;SP;16/04/2018;13;18.3
MIRANTE;SP;17/04/2018;0;18.5
MIRANTE;SP;18/04/2018;0;18.5
MIRANTE;SP;19/04/2018;0;18.9
MIRANTE;SP;20/04/2018;0;19.5
MIRANTE;SP;21/04/2018;0;18.6
MIRANTE;SP;22/04/2018;0;19.8
MIRANTE;SP;23/04/2018;0;20.4
MIRANTE;SP;24/04/2018;0;20.7
MIRANTE;SP;25/04/2018;0;21.1
MIRANTE;SP;26/04/2018;0;21.5
MIRANTE;SP;27/04/2018;0;22.2
MIRANTE;SP;28/04/2018;0;22.5
MIRANTE;SP;29/04/2018;0;22
MIRANTE;SP;30/04/2018;0;22.5
MIRANTE;SP;01/05/2018;0;22
MIRANTE;SP;02/05/2018;0;21.2
MIRANTE;SP;03/05/2018;0;22.3
MIRANTE;SP;04/05/2018;0;22.8
MIRANTE;SP;05/05/2018;0;22.5
MIRANTE;SP;06/05/2018;0;20.9
MIRANTE;SP;07/05/2018;0;20.5
MIRANTE;SP;08/05/2018;0;19.2
MIRANTE;SP;09/05/2018;0;19.2
MIRANTE;SP;10/05/2018;0;20.1
MIRANTE;SP;11/05/2018;0;20.8
MIRANTE;SP;12/05/2018;0;21.3
MIRANTE;SP;13/05/2018;0;18.7
MIRANTE;SP;14/05/2018;0;19.1
MIRANTE;SP;15/05/2018;0;19.5
MIRANTE;SP;16/05/2018;0;20.8
MIRANTE;SP;17/05/2018;.6;19.7
MIRANTE;SP;18/05/2018;0;21.3
MIRANTE;SP;19/05/2018;2;19.7
MIRANTE;SP;20/05/2018;9;13.9
MIRANTE;SP;21/05/2018;0;14.6
MIRANTE;SP;22/05/2018;0;15.7
MIRANTE;SP;23/05/2018;0;15.6
MIRANTE;SP;24/05/2018;0;16.5
MIRANTE;SP;25/05/2018;0;17.3
MIRANTE;SP;26/05/2018;0;17.6
MIRANTE;SP;27/05/2018;0;17.5
MIRANTE;SP;28/05/2018;0;16.7
MIRANTE;SP;29/05/2018;0;17.6
MIRANTE;SP;30/05/2018;0;17.8
MIRANTE;SP;31/05/2018;0;18.5
MIRANTE;SP;01/06/2018;0;20.3
MIRANTE;SP;02/06/2018;0;20.6
MIRANTE;SP;03/06/2018;.8;17.3
MIRANTE;SP;04/06/2018;0;14.9
MIRANTE;SP;05/06/2018;.6;15.7
MIRANTE;SP;06/06/2018;.2;17.2
MIRANTE;SP;07/06/2018;2.8;18.1
MIRANTE;SP;08/06/2018;2.4;16.8
MIRANTE;SP;09/06/2018;0;15.4
MIRANTE;SP;10/06/2018;.2;18.3
MIRANTE;SP;11/06/2018;0;21.3
MIRANTE;SP;12/06/2018;0;23.1
MIRANTE;SP;13/06/2018;6.8;21.3
MIRANTE;SP;14/06/2018;.6;15.7
MIRANTE;SP;15/06/2018;.4;14.1
MIRANTE;SP;16/06/2018;0;14.3
MIRANTE;SP;17/06/2018;0;15.1
MIRANTE;SP;18/06/2018;0;16.4
MIRANTE;SP;19/06/2018;0;17.8
MIRANTE;SP;20/06/2018;0;19.1
MIRANTE;SP;21/06/2018;0;19.4
MIRANTE;SP;22/06/2018;0;20
MIRANTE;SP;23/06/2018;0;19.7
MIRANTE;SP;24/06/2018;0;21.8
MIRANTE;SP;25/06/2018;0;20.7
MIRANTE;SP;26/06/2018;0;21.4
MIRANTE;SP;27/06/2018;0;18.9
MIRANTE;SP;28/06/2018;0;19.3
MIRANTE;SP;29/06/2018;0;19.8
MIRANTE;SP;30/06/2018;0;20.1
MIRANTE;SP;01/07/2018;0;19.9
MIRANTE;SP;02/07/2018;0;20.4
MIRANTE;SP;03/07/2018;0;18.9
MIRANTE;SP;04/07/2018;0;17.9
MIRANTE;SP;05/07/2018;0;19.1
MIRANTE;SP;06/07/2018;0;20.3
MIRANTE;SP;07/07/2018;0;19.3
MIRANTE;SP;08/07/2018;0;20.8
MIRANTE;SP;09/07/2018;0;18.8
MIRANTE;SP;10/07/2018;0;12.6
MIRANTE;SP;11/07/2018;.2;11.7
MIRANTE;SP;12/07/2018;0;12.6
MIRANTE;SP;13/07/2018;0;14.9
MIRANTE;SP;14/07/2018;0;18.9
MIRANTE;SP;15/07/2018;0;19.7
MIRANTE;SP;16/07/2018;0;20.7
MIRANTE;SP;17/07/2018;0;20
MIRANTE;SP;18/07/2018;0;19.9
MIRANTE;SP;19/07/2018;0;20.9
MIRANTE;SP;20/07/2018;0;21.5
MIRANTE;SP;21/07/2018;0;20.5
MIRANTE;SP;22/07/2018;0;17.1
MIRANTE;SP;23/07/2018;0;19
MIRANTE;SP;24/07/2018;0;16.8
MIRANTE;SP;25/07/2018;0;17.3
MIRANTE;SP;26/07/2018;0;18.6
MIRANTE;SP;27/07/2018;0;19.7
MIRANTE;SP;28/07/2018;0;20.7
MIRANTE;SP;29/07/2018;0;21.6
MIRANTE;SP;30/07/2018;0;19.5
MIRANTE;SP;31/07/2018;23;15.7
MIRANTE;SP;01/08/2018;.2;13.1
MIRANTE;SP;02/08/2018;5.8;14.5
MIRANTE;SP;03/08/2018;0;15.3
MIRANTE;SP;04/08/2018;16.8;16.7
MIRANTE;SP;05/08/2018;0;16.6
MIRANTE;SP;06/08/2018;5;13.9
MIRANTE;SP;07/08/2018;8;14.1
MIRANTE;SP;08/08/2018;0;18.5
MIRANTE;SP;09/08/2018;2.4;19.8
MIRANTE;SP;10/08/2018;0;15.4
MIRANTE;SP;11/08/2018;0;15.2
MIRANTE;SP;12/08/2018;0;13.7
MIRANTE;SP;13/08/2018;0;14.3
MIRANTE;SP;14/08/2018;0;17.9
MIRANTE;SP;15/08/2018;0;15
MIRANTE;SP;16/08/2018;0;14.9
MIRANTE;SP;17/08/2018;.8;15
MIRANTE;SP;18/08/2018;.2;16.3
MIRANTE;SP;19/08/2018;0;18.5
MIRANTE;SP;20/08/2018;0;20.5
MIRANTE;SP;21/08/2018;0;19.2
MIRANTE;SP;22/08/2018;0;19
MIRANTE;SP;23/08/2018;0;21.9
MIRANTE;SP;24/08/2018;0;22.6
MIRANTE;SP;25/08/2018;8.4;19.1
MIRANTE;SP;26/08/2018;1;13.1
MIRANTE;SP;27/08/2018;0;13.1
MIRANTE;SP;28/08/2018;0;17.3
MIRANTE;SP;29/08/2018;0;18.7
MIRANTE;SP;30/08/2018;0;21.4
MIRANTE;SP;31/08/2018;0;22.9
MIRANTE;SP;01/09/2018;0;22.5
MIRANTE;SP;02/09/2018;0;21.5
MIRANTE;SP;03/09/2018;0;19.4
MIRANTE;SP;04/09/2018;2;13.1
MIRANTE;SP;05/09/2018;24.4;12.9
MIRANTE;SP;06/09/2018;.2;14
MIRANTE;SP;07/09/2018;0;17.4
MIRANTE;SP;08/09/2018;0;16.8
MIRANTE;SP;09/09/2018;0;16.5
MIRANTE;SP;10/09/2018;0;17.4
MIRANTE;SP;11/09/2018;0;17.3
MIRANTE;SP;12/09/2018;0;17.5
MIRANTE;SP;13/09/2018;0;18.5
MIRANTE;SP;14/09/2018;6.6;17
MIRANTE;SP;15/09/2018;10;18.4
MIRANTE;SP;16/09/2018;.4;17.5
MIRANTE;SP;17/09/2018;1.8;16.5
MIRANTE;SP;18/09/2018;8;20.2
MIRANTE;SP;19/09/2018;0;23.2
MIRANTE;SP;20/09/2018;0;20.2
MIRANTE;SP;21/09/2018;6.8;20.5
MIRANTE;SP;22/09/2018;0;21
MIRANTE;SP;23/09/2018;0;22.6
MIRANTE;SP;24/09/2018;0;22.7
MIRANTE;SP;25/09/2018;0;20.7
MIRANTE;SP;26/09/2018;0;22.9
MIRANTE;SP;27/09/2018;2.2;22
MIRANTE;SP;28/09/2018;10.2;19.9
MIRANTE;SP;29/09/2018;.2;21.4
MIRANTE;SP;30/09/2018;0;21.4
MIRANTE;SP;01/10/2018;33.6;21
MIRANTE;SP;02/10/2018;3.4;22.7
MIRANTE;SP;03/10/2018;0;23.9
MIRANTE;SP;04/10/2018;.6;20.7
MIRANTE;SP;05/10/2018;0;16.3
MIRANTE;SP;06/10/2018;.4;15.7
MIRANTE;SP;07/10/2018;0;16.8
MIRANTE;SP;08/10/2018;1.8;19.1
MIRANTE;SP;09/10/2018;15;22.3
MIRANTE;SP;10/10/2018;1.4;22.3
MIRANTE;SP;11/10/2018;.4;19.4
MIRANTE;SP;12/10/2018;1;20.8
MIRANTE;SP;13/10/2018;.2;23.5
MIRANTE;SP;14/10/2018;6.2;18.9
MIRANTE;SP;15/10/2018;13.6;18.7
MIRANTE;SP;16/10/2018;1;19.8
MIRANTE;SP;17/10/2018;.2;23.1
MIRANTE;SP;18/10/2018;4.6;23.9
MIRANTE;SP;19/10/2018;5;19.8
MIRANTE;SP;20/10/2018;.6;17.2
MIRANTE;SP;21/10/2018;0;16.2
MIRANTE;SP;22/10/2018;0;19.1
MIRANTE;SP;23/10/2018;0;20.9
MIRANTE;SP;24/10/2018;3.2;17.7
MIRANTE;SP;25/10/2018;18.8;18.7
MIRANTE;SP;26/10/2018;3.8;20.7
MIRANTE;SP;27/10/2018;.8;22.2
MIRANTE;SP;28/10/2018;4.4;16.7
MIRANTE;SP;29/10/2018;.4;16.1
MIRANTE;SP;30/10/2018;0;19.3
MIRANTE;SP;31/10/2018;0;21.6
MIRANTE;SP;01/11/2018;9.8;21.9
MIRANTE;SP;02/11/2018;.2;20.8
MIRANTE;SP;03/11/2018;0;24.1
MIRANTE;SP;04/11/2018;5;19.1
MIRANTE;SP;05/11/2018;.6;17.5
MIRANTE;SP;06/11/2018;0;18.4
MIRANTE;SP;07/11/2018;.2;19
MIRANTE;SP;08/11/2018;4.4;17.6
MIRANTE;SP;09/11/2018;3.8;19
MIRANTE;SP;10/11/2018;.2;20.2
MIRANTE;SP;11/11/2018;0;22.2
MIRANTE;SP;12/11/2018;0;22.1
MIRANTE;SP;13/11/2018;0;25
MIRANTE;SP;14/11/2018;0;26.5
MIRANTE;SP;15/11/2018;0;24.2
MIRANTE;SP;16/11/2018;.6;20.8
MIRANTE;SP;17/11/2018;.2;21
MIRANTE;SP;18/11/2018;0;23.2
MIRANTE;SP;19/11/2018;34.6;16.9
MIRANTE;SP;20/11/2018;11.8;16.2
MIRANTE;SP;21/11/2018;0;17.4
MIRANTE;SP;22/11/2018;0;21.7
MIRANTE;SP;23/11/2018;12.6;22.7
MIRANTE;SP;24/11/2018;8.8;21.5
MIRANTE;SP;25/11/2018;7.2;20.4
MIRANTE;SP;26/11/2018;3.2;19
MIRANTE;SP;27/11/2018;0;19.3
MIRANTE;SP;28/11/2018;0;21.2
MIRANTE;SP;29/11/2018;0;22.7
MIRANTE;SP;30/11/2018;2.6;23.7
MIRANTE;SP;01/12/2018;76.8;21.7
MIRANTE;SP;02/12/2018;29.8;21.4
MIRANTE;SP;03/12/2018;1;18.8
MIRANTE;SP;04/12/2018;0;22.2
MIRANTE;SP;05/12/2018;0;24.2
MIRANTE;SP;06/12/2018;4.4;21.4
MIRANTE;SP;07/12/2018;0;19.5
MIRANTE;SP;08/12/2018;.8;16.4
MIRANTE;SP;09/12/2018;0;18.8
MIRANTE;SP;10/12/2018;0;22.4
MIRANTE;SP;11/12/2018;0;24.9
MIRANTE;SP;12/12/2018;0;25.8
MIRANTE;SP;13/12/2018;13.8;24.3
MIRANTE;SP;14/12/2018;12.4;25.9
MIRANTE;SP;15/12/2018;0;26.7
MIRANTE;SP;16/12/2018;.2;25.7
MIRANTE;SP;17/12/2018;1;27.2
MIRANTE;SP;18/12/2018;7.2;25.8
MIRANTE;SP;19/12/2018;7;24.2
MIRANTE;SP;20/12/2018;8.4;26.9
MIRANTE;SP;21/12/2018;0;26.7
MIRANTE;SP;22/12/2018;.2;25.8
MIRANTE;SP;23/12/2018;.6;23.2
MIRANTE;SP;24/12/2018;17.8;21.9
MIRANTE;SP;25/12/2018;7;20.9
MIRANTE;SP;26/12/2018;.8;21.7
MIRANTE;SP;27/12/2018;0;22.4
MIRANTE;SP;28/12/2018;0;22.7
MIRANTE;SP;29/12/2018;2.6;23.4
MIRANTE;SP;30/12/2018;.2;24.3
MIRANTE;SP;31/12/2018;0;24
MIRANTE;SP;01/01/2019;0;23.8
MIRANTE;SP;02/01/2019;6.6;25.4
MIRANTE;SP;03/01/2019;0;26.2
MIRANTE;SP;04/01/2019;36;23.3
MIRANTE;SP;05/01/2019;27.4;21.9
MIRANTE;SP;06/01/2019;19.6;23.6
MIRANTE;SP;07/01/2019;15.4;26.5
MIRANTE;SP;08/01/2019;0;26.5
MIRANTE;SP;09/01/2019;.8;26.4
MIRANTE;SP;10/01/2019;0;26.8
MIRANTE;SP;11/01/2019;0;25
MIRANTE;SP;12/01/2019;24;24.8
MIRANTE;SP;13/01/2019;0;24.8
MIRANTE;SP;14/01/2019;0;25.3
MIRANTE;SP;15/01/2019;.6;26.2
MIRANTE;SP;16/01/2019;8.4;25.2
MIRANTE;SP;17/01/2019;2.4;24.8
MIRANTE;SP;18/01/2019;9.8;25.6
MIRANTE;SP;19/01/2019;.2;26.5
MIRANTE;SP;20/01/2019;1.2;25.2
MIRANTE;SP;21/01/2019;1.4;27.2
MIRANTE;SP;22/01/2019;0;25.6
MIRANTE;SP;23/01/2019;30;25.1
MIRANTE;SP;24/01/2019;6;23.8
MIRANTE;SP;25/01/2019;42;22
MIRANTE;SP;26/01/2019;22.2;21.1
MIRANTE;SP;27/01/2019;15.2;24.1
MIRANTE;SP;28/01/2019;.2;26.8
MIRANTE;SP;29/01/2019;0;26.4
MIRANTE;SP;30/01/2019;1.6;25.5
MIRANTE;SP;31/01/2019;48.2;26.8
MIRANTE;SP;01/02/2019;0;27.8
MIRANTE;SP;02/02/2019;0;27.7
MIRANTE;SP;03/02/2019;0;25.7
MIRANTE;SP;04/02/2019;52.6;19.9
MIRANTE;SP;05/02/2019;3;19.7
MIRANTE;SP;06/02/2019;9.8;17.8
MIRANTE;SP;07/02/2019;38.8;20.5
MIRANTE;SP;08/02/2019;.2;22.6
MIRANTE;SP;09/02/2019;0;24.1
MIRANTE;SP;10/02/2019;0;25.2
MIRANTE;SP;11/02/2019;0;26.8
MIRANTE;SP;12/02/2019;0;25
MIRANTE;SP;13/02/2019;6.4;20.1
MIRANTE;SP;14/02/2019;.6;20.2
MIRANTE;SP;15/02/2019;0;20
MIRANTE;SP;16/02/2019;37.8;20.4
MIRANTE;SP;17/02/2019;50.6;21.6
MIRANTE;SP;18/02/2019;1;23.5
MIRANTE;SP;19/02/2019;0;25.1
MIRANTE;SP;20/02/2019;0;24.5
MIRANTE;SP;21/02/2019;10.6;22.5
MIRANTE;SP;22/02/2019;13.6;23.1
MIRANTE;SP;23/02/2019;10.2;24.8
MIRANTE;SP;24/02/2019;0;26.8
MIRANTE;SP;25/02/2019;3.4;25.7
MIRANTE;SP;26/02/2019;47.6;20.9
MIRANTE;SP;27/02/2019;15.2;22.4
MIRANTE;SP;28/02/2019;19;20.8
MIRANTE;SP;01/03/2019;24;21
MIRANTE;SP;02/03/2019;3;22.2
MIRANTE;SP;03/03/2019;30.6;22
MIRANTE;SP;04/03/2019;4.6;22.7
MIRANTE;SP;05/03/2019;0;23.7
MIRANTE;SP;06/03/2019;3.8;23.8
MIRANTE;SP;07/03/2019;1;23.4
MIRANTE;SP;08/03/2019;18.4;24.7
MIRANTE;SP;09/03/2019;0;25.5
MIRANTE;SP;10/03/2019;38;23.4
MIRANTE;SP;11/03/2019;33.6;21
MIRANTE;SP;12/03/2019;0;22.9
MIRANTE;SP;13/03/2019;19.6;24.3
MIRANTE;SP;14/03/2019;.4;24
MIRANTE;SP;15/03/2019;5.2;22.8
MIRANTE;SP;16/03/2019;1.8;23.4
MIRANTE;SP;17/03/2019;.8;22.6
MIRANTE;SP;18/03/2019;19.8;24.7
MIRANTE;SP;19/03/2019;0;25
MIRANTE;SP;20/03/2019;16;22.4
MIRANTE;SP;21/03/2019;5.8;18.6
MIRANTE;SP;22/03/2019;3.6;18.3
MIRANTE;SP;23/03/2019;0;21.1
MIRANTE;SP;24/03/2019;0;22.4
MIRANTE;SP;25/03/2019;0;23.6
MIRANTE;SP;26/03/2019;0;23.5
MIRANTE;SP;27/03/2019;0;22.8
MIRANTE;SP;28/03/2019;0;20.9
MIRANTE;SP;29/03/2019;1;20.4
MIRANTE;SP;30/03/2019;0;20.9
MIRANTE;SP;31/03/2019;0;21.5
MIRANTE;SP;01/04/2019;0;21.7
MIRANTE;SP;02/04/2019;0;21.6
MIRANTE;SP;03/04/2019;0;22.5
MIRANTE;SP;04/04/2019;0;24.9
MIRANTE;SP;05/04/2019;.4;25.8
MIRANTE;SP;06/04/2019;0;24.5
MIRANTE;SP;07/04/2019;4;23.2
MIRANTE;SP;08/04/2019;12.6;20.4
MIRANTE;SP;09/04/2019;51;19.5
MIRANTE;SP;10/04/2019;7;18.8
MIRANTE;SP;11/04/2019;0;20.9
MIRANTE;SP;12/04/2019;0;22.5
MIRANTE;SP;13/04/2019;0;22.8
MIRANTE;SP;14/04/2019;9.4;20.1
MIRANTE;SP;15/04/2019;7.8;21.5
MIRANTE;SP;16/04/2019;0;23.1
MIRANTE;SP;17/04/2019;8.2;22.1
MIRANTE;SP;18/04/2019;0;21.1
MIRANTE;SP;19/04/2019;0;21.1
MIRANTE;SP;20/04/2019;0;21.9
MIRANTE;SP;21/04/2019;0;23.7
MIRANTE;SP;22/04/2019;0;23.4
MIRANTE;SP;23/04/2019;0;22.7
MIRANTE;SP;24/04/2019;0;22.9
MIRANTE;SP;25/04/2019;0;23.4
MIRANTE;SP;26/04/2019;.6;22.5
MIRANTE;SP;27/04/2019;27.4;23.8
MIRANTE;SP;28/04/2019;0;23.3
MIRANTE;SP;29/04/2019;14.2;20.4
MIRANTE;SP;30/04/2019;0;20.9
MIRANTE;SP;01/05/2019;0;21.6
MIRANTE;SP;02/05/2019;0;23.2
MIRANTE;SP;03/05/2019;0;24
MIRANTE;SP;04/05/2019;0;24.2
MIRANTE;SP;05/05/2019;0;22.8
MIRANTE;SP;06/05/2019;4.6;23.5
MIRANTE;SP;07/05/2019;0;21.6
MIRANTE;SP;08/05/2019;.4;18.9
MIRANTE;SP;09/05/2019;0;19.3
MIRANTE;SP;10/05/2019;0;21.2
MIRANTE;SP;11/05/2019;0;22.7
MIRANTE;SP;12/05/2019;.2;23.1
MIRANTE;SP;13/05/2019;1.8;22.1
MIRANTE;SP;14/05/2019;0;21.9
MIRANTE;SP;15/05/2019;6.2;18.5
MIRANTE;SP;16/05/2019;3.6;17.9
MIRANTE;SP;17/05/2019;2.6;17.7
MIRANTE;SP;18/05/2019;7.8;17.6
MIRANTE;SP;19/05/2019;4.4;18.4
MIRANTE;SP;20/05/2019;3.6;18.6
MIRANTE;SP;21/05/2019;0;19.3
MIRANTE;SP;22/05/2019;0;20.1
MIRANTE;SP;23/05/2019;0;20.9
MIRANTE;SP;24/05/2019;.4;18.7
MIRANTE;SP;25/05/2019;1;15.2
MIRANTE;SP;26/05/2019;0;17.5
MIRANTE;SP;27/05/2019;0;19
MIRANTE;SP;28/05/2019;0;20.1
MIRANTE;SP;29/05/2019;16.2;20.1
MIRANTE;SP;30/05/2019;.2;20.9
MIRANTE;SP;31/05/2019;0;23.1
MIRANTE;SP;01/06/2019;6.8;20.9
MIRANTE;SP;02/06/2019;10.6;18.7
MIRANTE;SP;03/06/2019;16.2;17.6
MIRANTE;SP;04/06/2019;5;15
MIRANTE;SP;05/06/2019;.8;14.2
MIRANTE;SP;06/06/2019;0;16.1
MIRANTE;SP;07/06/2019;0;17.1
MIRANTE;SP;08/06/2019;0;17.2
MIRANTE;SP;09/06/2019;0;15.8
MIRANTE;SP;10/06/2019;0;16.7
MIRANTE;SP;11/06/2019;0;17.5
MIRANTE;SP;12/06/2019;0;19
MIRANTE;SP;13/06/2019;0;20.7
MIRANTE;SP;14/06/2019;0;21.5
MIRANTE;SP;15/06/2019;0;21.2
MIRANTE;SP;16/06/2019;0;21.3
MIRANTE;SP;17/06/2019;0;19
MIRANTE;SP;18/06/2019;0;18.7
MIRANTE;SP;19/06/2019;0;19.3
MIRANTE;SP;20/06/2019;0;19
MIRANTE;SP;21/06/2019;0;18
MIRANTE;SP;22/06/2019;0;18.8
MIRANTE;SP;23/06/2019;0;18.7
MIRANTE;SP;24/06/2019;0;20
MIRANTE;SP;25/06/2019;0;21.4
MIRANTE;SP;26/06/2019;0;21.8
MIRANTE;SP;27/06/2019;0;20.3
MIRANTE;SP;28/06/2019;0;21.4
MIRANTE;SP;29/06/2019;0;21.6
MIRANTE;SP;30/06/2019;0;22
MIRANTE;SP;01/07/2019;0;21.7
MIRANTE;SP;02/07/2019;0;20.9
MIRANTE;SP;03/07/2019;0;22.3
MIRANTE;SP;04/07/2019;22;16.8
MIRANTE;SP;05/07/2019;116.2;13.3
MIRANTE;SP;06/07/2019;.2;10.6
MIRANTE;SP;07/07/2019;0;9.6
MIRANTE;SP;08/07/2019;0;12.1
MIRANTE;SP;09/07/2019;0;13.9
MIRANTE;SP;10/07/2019;.2;14.9
MIRANTE;SP;11/07/2019;0;16.1
MIRANTE;SP;12/07/2019;0;16.8
MIRANTE;SP;13/07/2019;0;18.6
MIRANTE;SP;14/07/2019;0;19.6
MIRANTE;SP;15/07/2019;0;18.7
MIRANTE;SP;16/07/2019;7.4;14.1
MIRANTE;SP;17/07/2019;0;12.2
MIRANTE;SP;18/07/2019;0;14
MIRANTE;SP;19/07/2019;0;15.4
MIRANTE;SP;20/07/2019;0;16.4
MIRANTE;SP;21/07/2019;0;17.1
MIRANTE;SP;22/07/2019;0;19.7
MIRANTE;SP;23/07/2019;0;20.2
MIRANTE;SP;24/07/2019;0;20.2
MIRANTE;SP;25/07/2019;0;19
MIRANTE;SP;26/07/2019;0;19.9
MIRANTE;SP;27/07/2019;0;19.7
MIRANTE;SP;28/07/2019;0;18.5
MIRANTE;SP;29/07/2019;0;17.9
MIRANTE;SP;30/07/2019;0;18.1
MIRANTE;SP;31/07/2019;2;18.1
MIRANTE;SP;01/08/2019;.2;19
MIRANTE;SP;02/08/2019;0;19.9
MIRANTE;SP;03/08/2019;2.2;11.8
MIRANTE;SP;04/08/2019;.2;10.8
MIRANTE;SP;05/08/2019;1;13.6
MIRANTE;SP;06/08/2019;0;17.4
MIRANTE;SP;07/08/2019;0;19.6
MIRANTE;SP;08/08/2019;0;21
MIRANTE;SP;09/08/2019;0;21.7
MIRANTE;SP;10/08/2019;0;22.5
MIRANTE;SP;11/08/2019;0;20
MIRANTE;SP;12/08/2019;0;22.1
MIRANTE;SP;13/08/2019;0;18.2
MIRANTE;SP;14/08/2019;.2;12.1
MIRANTE;SP;15/08/2019;0;14.2
MIRANTE;SP;16/08/2019;0;16.4
MIRANTE;SP;17/08/2019;0;19.1
MIRANTE;SP;18/08/2019;0;22
MIRANTE;SP;19/08/2019;0;16.3
MIRANTE;SP;20/08/2019;.4;15
